IsPanel	Description	Gene	Lookup_Transcript	Reported_Transcript
0	NA	ABCD2	NM_005164.3	NM_005164
0	NA	ABCD3	NM_002858.3	NM_002858
0	NA	ABCD4	NM_005050.3	NM_005050
0	NA	ABCE1	NM_002940.2	NM_002940
0	NA	ABCF1	NM_001025091.1	NM_001025091
0	NA	ABCF2	NM_005692.4	NM_005692
0	NA	ABCF3	NM_018358.2	NM_018358
0	NA	ABCG1	NM_004915.3	NM_004915
0	NA	ABCG2	NM_004827.2	NM_004827
0	NA	ABCG4	NM_022169.4	NM_022169
0	NA	ABCG5	NM_022436.2	NM_022436
0	NA	ABCG8	NM_022437.2	NM_022437
0	NA	ABHD1	NM_032604.3	NM_032604
0	NA	ABHD10	NM_018394.3	NM_018394
0	NA	ABHD11	NM_148912.2	NM_148912
0	NA	ABHD12	NM_015600.4	NM_015600
0	NA	ABHD12B	NM_001206673.1	NM_001206673
0	NA	ABHD13	NM_032859.2	NM_032859
0	NA	ABHD14A	NM_015407.4	NM_015407
0	NA	ABHD14B	NM_001146314	NM_001146314
0	NA	ABHD15	NM_198147.2	NM_198147
0	NA	ABHD16A	NM_021160.2	NM_021160
0	NA	ABHD16B	NM_080622.3	NM_080622
0	NA	ABHD2	NM_152924.4	NM_152924
0	NA	ABHD3	NM_138340.4	NM_138340
0	NA	ABHD4	NM_022060.2	NM_022060
0	NA	ABHD5	NM_016006.4	NM_016006
0	NA	ABHD6	NM_020676.5	NM_020676
0	NA	ABHD8	NM_024527.4	NM_024527
0	NA	ABI1	NM_001012750.2	NM_001012750
0	NA	ABI2	NM_005759.4	NM_005759
0	NA	ABI3	NM_016428.2	NM_016428
0	NA	ABI3BP	NM_015429.3	NM_015429
0	NA	ABL2	NM_005158.4	NM_005158
0	NA	ABLIM1	NM_002313.5	NM_002313
0	NA	ABLIM2	NM_001130083.1	NM_001130083
0	NA	ABLIM3	NM_014945.2	NM_014945
0	NA	ABO	NM_020469.2	NM_020469
0	NA	ABP1	NM_001091.3	NM_001091
0	NA	ABR	NM_021962.3	NM_021962
0	NA	ABRA	NM_139166.4	NM_139166
0	NA	ABT1	NM_013375.3	NM_013375
0	NA	ABTB1	NM_172027.2	NM_172027
0	NA	ABTB2	NM_145804.2	NM_145804
0	NA	ACAA1	NM_001607.3	NM_001607
0	NA	ACAA2	NM_006111.2	NM_006111
0	NA	ACACA	NM_198834.1	NM_198834
0	NA	ACACB	NM_001093.3	NM_001093
0	NA	ACAD10	NM_001136538.1	NM_001136538
0	NA	ACAD8	NM_014384.2	NM_014384
0	NA	ACAD9	NM_014049.4	NM_014049
0	NA	ACADL	NM_001608.3	NM_001608
0	NA	ACADM	NM_001127328.1	NM_001127328
0	NA	ACADS	NM_000017.2	NM_000017
0	NA	ACADSB	NM_001609.3	NM_001609
0	NA	ACADVL	NM_000018.3	NM_000018
0	NA	ACAN	NM_013227.3	NM_013227
0	NA	ACAP1	NM_014716.3	NM_014716
0	NA	ACAP2	NM_012287.5	NM_012287
0	NA	ACAP3	NM_030649.2	NM_030649
0	NA	ACAT1	NM_000019.3	NM_000019
0	NA	ACAT2	NM_005891.2	NM_005891
0	NA	ACBD3	NM_022735.3	NM_022735
0	NA	ACBD4	NM_001135705.1	NM_001135705
0	NA	ACBD5	NM_145698.3	NM_145698
0	NA	ACBD6	NM_032360.3	NM_032360
0	NA	ACBD7	NM_001039844.2	NM_001039844
0	NA	ACCS	NM_001127219.1	NM_001127219
0	NA	ACCSL	NM_001031854.2	NM_001031854
0	NA	ACD	NM_001082486.1	NM_001082486
0	NA	ACE	NM_000789.3	NM_000789
0	NA	ACE2	NM_021804.2	NM_021804
0	NA	ACER1	NM_133492.2	NM_133492
0	NA	ACER2	NM_001010887.2	NM_001010887
0	NA	ACER3	NM_018367.5	NM_018367
0	NA	ACHE	NM_015831.2	NM_015831
0	NA	ACIN1	NM_014977.3	NM_014977
0	NA	ACLY	NM_001096.2	NM_001096
0	NA	ACMSD	NM_138326.2	NM_138326
0	NA	ACN9	NM_020186.2	NM_020186
0	NA	ACO1	NM_002197.2	NM_002197
0	NA	ACO2	NM_001098.2	NM_001098
0	NA	ACOT11	NM_147161.3	NM_147161
0	NA	ACOT12	NM_130767.2	NM_130767
0	NA	ACOT13	NM_018473.3	NM_018473
0	NA	ACOT2	NM_006821.5	NM_006821
0	NA	ACOT4	NM_152331.3	NM_152331
0	NA	ACOT6	NM_001037162.1	NM_001037162
0	NA	ACOT7	NM_181864.2	NM_181864
0	NA	ACOT8	NM_005469.3	NM_005469
0	NA	ACOT9	NM_001037171.1	NM_001037171
0	NA	ACOX1	NM_004035.6	NM_004035
0	NA	ACOX2	NM_003500.3	NM_003500
0	NA	ACOX3	NM_003501.2	NM_003501
0	NA	ACOXL	NM_001142807.1	NM_001142807
0	NA	ACP1	NM_004300.3	NM_004300
0	NA	ACP2	NM_001610.2	NM_001610
0	NA	ACP5	NM_001111036.1	NM_001111036
0	NA	ACP6	NM_016361.4	NM_016361
0	NA	ACPL2	NM_001037172.1	NM_001037172
0	NA	ACPP	NM_001134194.1	NM_001134194
0	NA	ACPT	NM_033068.2	NM_033068
0	NA	ACR	NM_001097.2	NM_001097
0	NA	ACRBP	NM_032489.2	NM_032489
0	NA	ACRC	NM_052957.4	NM_052957
0	NA	ACRV1	NM_001612.5	NM_001612
0	NA	ACSBG1	NM_015162.4	NM_015162
0	NA	ACSBG2	NM_030924.3	NM_030924
0	NA	ACSF2	NM_025149.4	NM_025149
0	NA	ACSF3	NM_001127214.2	NM_001127214
0	NA	ACSL1	NM_001995.2	NM_001995
0	NA	ACSL3	NM_203372.1	NM_203372
0	NA	ACSL4	NM_022977.2	NM_022977
0	NA	ACSL5	NM_016234.3	NM_016234
0	NA	ACSL6	NM_001009185.2	NM_001009185
0	NA	ACSM1	NM_052956.2	NM_052956
0	NA	ACSM2A	NM_001010845.2	NM_001010845
0	NA	ACSM2B	NM_001105069.1	NM_001105069
0	NA	ACSM3	NM_005622.3	NM_005622
0	NA	ACSM4	NM_001080454.1	NM_001080454
0	NA	ACSM5	NM_017888.2	NM_017888
0	NA	ACSS1	NM_032501.3	NM_032501
0	NA	ACSS2	NM_001076552.2	NM_001076552
0	NA	ACSS3	NM_024560.2	NM_024560
0	NA	ACTA1	NM_001100.3	NM_001100
0	NA	ACTA2	NM_001613.2	NM_001613
0	NA	ACTB	NM_001101.3	NM_001101
0	NA	ACTBL2	NM_001017992.3	NM_001017992
0	NA	ACTC1	NM_005159.4	NM_005159
0	NA	ACTG1	NM_001614.3	NM_001614
0	NA	ACTG2	NM_001615.3	NM_001615
0	NA	ACTL10	NM_001024675.1	NM_001024675
0	NA	ACTL6A	NM_004301.3	NM_004301
0	NA	ACTL6B	NM_016188.4	NM_016188
0	NA	ACTL7A	NM_006687.2	NM_006687
0	NA	ACTL7B	NM_006686.3	NM_006686
0	NA	ACTL8	NM_030812.2	NM_030812
0	NA	ACTL9	NM_178525.3	NM_178525
0	NA	ACTN1	NM_001130004.1	NM_001130004
0	NA	ACTN2	NM_001103.3	NM_001103
0	NA	ACTN4	NM_004924.4	NM_004924
0	NA	ACTR10	NM_018477.2	NM_018477
0	NA	ACTR1A	NM_005736.3	NM_005736
0	NA	ACTR1B	NM_005735.3	NM_005735
0	NA	ACTR2	NM_001005386.2	NM_001005386
0	NA	ACTR3	NM_005721.4	NM_005721
0	NA	ACTR3B	NM_020445.5	NM_020445
0	NA	ACTR3C	NM_001164458.1	NM_001164458
0	NA	ACTR5	NM_024855.3	NM_024855
0	NA	ACTR6	NM_022496.4	NM_022496
0	NA	ACTR8	NM_022899.4	NM_022899
0	NA	ACTRT1	NM_138289.3	NM_138289
0	NA	ACTRT2	NM_080431.4	NM_080431
0	NA	ACVR1B	NM_004302.4	NM_004302
0	NA	ACVR1C	NM_145259.2	NM_145259
0	NA	ACVR2A	NM_001616.4	NM_001616
0	NA	ACVR2B	NM_001106.3	NM_001106
0	NA	ACVRL1	NM_001077401.1	NM_001077401
0	NA	ACY1	NM_001198895.1	NM_001198895
0	NA	ACY3	NM_080658.1	NM_080658
0	NA	ACYP1	NM_001107.3	NM_001107
0	NA	ACYP2	NM_138448.3	NM_138448
0	NA	ADA	NM_000022.2	NM_000022
0	NA	ADAD1	NM_001159285.1	NM_001159285
0	NA	ADAD2	NM_001145400.1	NM_001145400
0	NA	ADAL	NM_001159280.1	NM_001159280
0	NA	ADAM10	NM_001110.2	NM_001110
0	NA	ADAM11	NM_002390.4	NM_002390
0	NA	ADAM12	NM_003474.4	NM_003474
0	NA	ADAM15	NM_207197.2	NM_207197
0	NA	ADAM17	NM_003183.4	NM_003183
0	NA	ADAM18	NM_014237.2	NM_014237
0	NA	ADAM19	NM_033274.4	NM_033274
0	NA	ADAM2	NM_001464.4	NM_001464
0	NA	ADAM20	NM_003814.4	NM_003814
0	NA	ADAM21	NM_003813.3	NM_003813
0	NA	ADAM22	NM_021723.3	NM_021723
0	NA	ADAM23	NM_003812.3	NM_003812
0	NA	ADAM28	NM_014265.4	NM_014265
0	NA	ADAM29	NM_001130705.1	NM_001130705
0	NA	ADAM30	NM_021794.3	NM_021794
0	NA	ADAM32	NM_145004.5	NM_145004
0	NA	ADAM33	NM_025220.2	NM_025220
0	NA	ADAM7	NM_003817.3	NM_003817
0	NA	ADAM8	NM_001109.4	NM_001109
0	NA	ADAM9	NM_003816.2	NM_003816
0	NA	ADAMDEC1	NM_014479.3	NM_014479
0	NA	ADAMTS1	NM_006988.3	NM_006988
0	NA	ADAMTS10	NM_030957.2	NM_030957
0	NA	ADAMTS12	NM_030955.2	NM_030955
0	NA	ADAMTS13	NM_139025.4	NM_139025
0	NA	ADAMTS14	NM_139155.2	NM_139155
0	NA	ADAMTS15	NM_139055.2	NM_139055
0	NA	ADAMTS16	NM_139056.2	NM_139056
0	NA	ADAMTS17	NM_139057.2	NM_139057
0	NA	ADAMTS18	NM_199355.2	NM_199355
0	NA	ADAMTS19	NM_133638.3	NM_133638
0	NA	ADAMTS2	NM_014244.4	NM_014244
0	NA	ADAMTS20	NM_025003.3	NM_025003
0	NA	ADAMTS3	NM_014243.2	NM_014243
0	NA	ADAMTS4	NM_005099.4	NM_005099
0	NA	ADAMTS5	NM_007038.3	NM_007038
0	NA	ADAMTS6	NM_197941.2	NM_197941
0	NA	ADAMTS7	NM_014272.3	NM_014272
0	NA	ADAMTS8	NM_007037.4	NM_007037
0	NA	ADAMTS9	NM_182920.1	NM_182920
0	NA	ADAMTSL1	NM_001040272.5	NM_001040272
0	NA	ADAMTSL2	NM_014694.3	NM_014694
0	NA	ADAMTSL3	NM_207517.2	NM_207517
0	NA	ADAMTSL4	NM_019032.4	NM_019032
0	NA	ADAMTSL5	NM_213604.2	NM_213604
0	NA	ADAP1	NM_006869.2	NM_006869
0	NA	ADAP2	NM_018404.2	NM_018404
0	NA	ADAR	NM_001111.4	NM_001111
0	NA	ADARB1	NM_015833.3	NM_015833
0	NA	ADARB2	NM_018702.3	NM_018702
0	NA	ADAT1	NM_012091.3	NM_012091
0	NA	ADAT2	NM_182503.2	NM_182503
0	NA	ADAT3	NM_138422.2	NM_138422
0	NA	ADC	NM_052998.2	NM_052998
0	NA	ADCK1	NM_020421.3	NM_020421
0	NA	ADCK2	NM_052853.3	NM_052853
0	NA	ADCK3	NM_020247.4	NM_020247
0	NA	ADCK4	NM_024876.3	NM_024876
0	NA	ADCK5	NM_174922.4	NM_174922
0	NA	ADCY1	NM_021116.2	NM_021116
0	NA	ADCY10	NM_018417.4	NM_018417
0	NA	ADCY2	NM_020546.2	NM_020546
0	NA	ADCY3	NM_004036.3	NM_004036
0	NA	ADCY4	NM_001198592.1	NM_001198592
0	NA	ADCY5	NM_183357.2	NM_183357
0	NA	ADCY6	NM_015270.3	NM_015270
0	NA	ADCY7	NM_001114.3	NM_001114
0	NA	ADCY8	NM_001115.2	NM_001115
0	NA	ADCY9	NM_001116.3	NM_001116
0	NA	ADCYAP1	NM_001117.4	NM_001117
0	NA	ADCYAP1R1	NM_001199635.1	NM_001199635
0	NA	ADD1	NM_014189.3	NM_014189
0	NA	ADD2	NM_001185054.1	NM_001185054
0	NA	ADD3	NM_016824.3	NM_016824
0	NA	ADH1A	NM_000667.3	NM_000667
0	NA	ADH1B	NM_000668.4	NM_000668
0	NA	ADH1C	NM_000669.3	NM_000669
0	NA	ADH4	NM_000670.3	NM_000670
0	NA	ADH5	NM_000671.3	NM_000671
0	NA	ADH6	NM_001102470.1	NM_001102470
0	NA	ADH7	NM_001166504.1	NM_001166504
0	NA	ADHFE1	NM_144650.2	NM_144650
0	NA	ADI1	NM_018269.3	NM_018269
0	NA	ADIG	NM_001018082.1	NM_001018082
0	NA	ADIPOQ	NM_004797.3	NM_004797
0	NA	ADIPOR1	NM_015999.4	NM_015999
0	NA	ADIPOR2	NM_024551.2	NM_024551
0	NA	ADK	NM_006721.3	NM_006721
0	NA	ADM	NM_001124.1	NM_001124
0	NA	ADM2	NM_024866.5	NM_024866
0	NA	ADNP	NM_181442.1	NM_181442
0	NA	ADNP2	NM_014913.3	NM_014913
0	NA	ADO	NM_032804.5	NM_032804
0	NA	ADORA1	NM_001048230.1	NM_001048230
0	NA	ADORA2A	NM_000675.5	NM_000675
0	NA	ADORA2B	NM_000676.2	NM_000676
0	NA	ADORA3	NM_000677.3	NM_000677
0	NA	ADPGK	NM_031284.4	NM_031284
0	NA	ADPRH	NM_001125.2	NM_001125
0	NA	ADPRHL1	NM_138430.3	NM_138430
0	NA	ADPRHL2	NM_017825.2	NM_017825
0	NA	ADRA1A	NM_000680.2	NM_000680
0	NA	ADRA1B	NM_000679.3	NM_000679
0	NA	ADRA1D	NM_000678.3	NM_000678
0	NA	ADRA2A	NM_000681.3	NM_000681
0	NA	ADRA2B	NM_000682.5	NM_000682
0	NA	ADRA2C	NM_000683.3	NM_000683
0	NA	ADRB1	NM_000684.2	NM_000684
0	NA	ADRB2	NM_000024.5	NM_000024
0	NA	ADRB3	NM_000025.2	NM_000025
0	NA	ADRBK1	NM_001619.3	NM_001619
0	NA	ADRBK2	NM_005160.3	NM_005160
0	NA	ADRM1	NM_175573.2	NM_175573
0	NA	ADSL	NM_000026.2	NM_000026
0	NA	ADSS	NM_001126.3	NM_001126
0	NA	ADSSL1	NM_199165.1	NM_199165
0	NA	AEBP1	NM_001129.4	NM_001129
0	NA	AEBP2	NM_001114176.1	NM_001114176
0	NA	AEN	NM_022767.3	NM_022767
0	NA	AES	NM_198969.1	NM_198969
0	NA	AFAP1	NM_001134647.1	NM_001134647
0	NA	AFAP1L1	NM_152406.2	NM_152406
0	NA	AFAP1L2	NM_001001936.1	NM_001001936
0	NA	AFF1	NM_001166693.1	NM_001166693
0	NA	AFF2	NM_002025.3	NM_002025
0	NA	AFF3	NM_001025108.1	NM_001025108
0	NA	AFF4	NM_014423.3	NM_014423
0	NA	AFG3L2	NM_006796.2	NM_006796
0	NA	AFM	NM_001133.2	NM_001133
0	NA	AFMID	NM_001010982.4	NM_001010982
0	NA	AFP	NM_001134.1	NM_001134
0	NA	AFTPH	NM_203437.3	NM_203437
0	NA	AGA	NM_000027.3	NM_000027
0	NA	AGAP1	NM_001037131.2	NM_001037131
0	NA	AGAP11	NM_133447	NM_133447
0	NA	AGAP2	NM_001122772.2	NM_001122772
0	NA	AGAP3	NM_031946.5	NM_031946
0	NA	AGAP4	NM_133446.2	NM_133446
0	NA	AGAP5	NM_001144000.1	NM_001144000
0	NA	AGAP6	NM_001077665.2	NM_001077665
0	NA	AGAP7	NM_001077685.2	NM_001077685
0	NA	AGAP8	NM_001077686.2	NM_001077686
0	NA	AGAP9	NM_001190810.1	NM_001190810
0	NA	AGBL1	NM_152336.2	NM_152336
0	NA	AGBL2	NM_024783.3	NM_024783
0	NA	AGBL3	NM_178563.3	NM_178563
0	NA	AGBL4	NM_032785.3	NM_032785
0	NA	AGBL5	NM_021831.5	NM_021831
0	NA	AGER	NM_001136.4	NM_001136
0	NA	AGFG1	NM_001135187.1	NM_001135187
0	NA	AGFG2	NM_006076.4	NM_006076
0	NA	AGGF1	NM_018046.4	NM_018046
0	NA	AGK	NM_018238.3	NM_018238
0	NA	AGL	NM_000642.2	NM_000642
0	NA	AGMAT	NM_024758.4	NM_024758
0	NA	AGMO	NM_001004320.1	NM_001004320
0	NA	AGPAT1	NM_006411.3	NM_006411
0	NA	AGPAT2	NM_006412.3	NM_006412
0	NA	AGPAT3	NM_020132.4	NM_020132
0	NA	AGPAT4	NM_020133.2	NM_020133
0	NA	AGPAT5	NM_018361.3	NM_018361
0	NA	AGPAT6	NM_178819.3	NM_178819
0	NA	AGPAT9	NM_032717.4	NM_032717
0	NA	AGPHD1	NM_001013619.2	NM_001013619
0	NA	AGPS	NM_003659.3	NM_003659
0	NA	AGR2	NM_006408.3	NM_006408
0	NA	AGR3	NM_176813.3	NM_176813
0	NA	AGRN	NM_198576.3	NM_198576
0	NA	AGRP	NM_001138.1	NM_001138
0	NA	AGT	NM_000029.3	NM_000029
0	NA	AGTPBP1	NM_015239.2	NM_015239
0	NA	AGTR1	NM_004835.4	NM_004835
0	NA	AGTR2	NM_000686.4	NM_000686
0	NA	AGTRAP	NM_020350.4	NM_020350
0	NA	AGXT	NM_000030.2	NM_000030
0	NA	AGXT2	NM_031900.3	NM_031900
0	NA	AGXT2L1	NM_031279.3	NM_031279
0	NA	AGXT2L2	NM_153373.3	NM_153373
0	NA	AHCTF1	NM_015446.4	NM_015446
0	NA	AHCY	NM_000687.2	NM_000687
0	NA	AHCYL1	NM_006621.5	NM_006621
0	NA	AHCYL2	NM_015328.3	NM_015328
0	NA	AHDC1	NM_001029882.2	NM_001029882
0	NA	AHI1	NM_001134830.1	NM_001134830
0	NA	AHNAK	NM_001620.2	NM_001620
0	NA	AHNAK2	NM_138420.2	NM_138420
0	NA	AHR	NM_001621.4	NM_001621
0	NA	AHRR	NM_001242412.1	NM_001242412
0	NA	AHSA1	NM_012111.2	NM_012111
0	NA	AHSA2	NM_152392.3	NM_152392
0	NA	AHSG	NM_001622.2	NM_001622
0	NA	AHSP	NM_016633.2	NM_016633
0	NA	AICDA	NM_020661.2	NM_020661
0	NA	AIDA	NM_022831.2	NM_022831
0	NA	AIF1	NM_001623.3	NM_001623
0	NA	AIF1L	NM_001185095.1	NM_001185095
0	NA	AIFM1	NM_004208.3	NM_004208
0	NA	AIFM2	NM_032797.5	NM_032797
0	NA	AIG1	NM_016108.2	NM_016108
0	NA	AIM1	NM_001624.2	NM_001624
0	NA	AIM1L	NM_001039775.3	NM_001039775
0	NA	AIM2	NM_004833.1	NM_004833
0	NA	AIMP1	NM_001142416.1	NM_001142416
0	NA	AIMP2	NM_006303.3	NM_006303
0	NA	AIP	NM_003977.2	NM_003977
0	NA	AIPL1	NM_014336.3	NM_014336
0	NA	AIRE	NM_000383.3	NM_000383
0	NA	AJAP1	NM_018836.3	NM_018836
0	NA	AJUBA	NM_032876.4	NM_032876
0	NA	AK1	NM_000476.2	NM_000476
0	NA	AK2	NM_001625.3	NM_001625
0	NA	AK3	NM_016282.3	NM_016282
0	NA	AK4	NM_203464.2	NM_203464
0	NA	AK5	NM_174858.2	NM_174858
0	NA	AK7	NM_152327.3	NM_152327
0	NA	AK8	NM_152572.2	NM_152572
0	NA	AKAP1	NM_003488.3	NM_003488
0	NA	AKAP10	NM_007202.3	NM_007202
0	NA	AKAP11	NM_016248.3	NM_016248
0	NA	AKAP12	NM_005100.3	NM_005100
0	NA	AKAP13	NM_006738.5	NM_006738
0	NA	AKAP14	NM_178813.5	NM_178813
0	NA	AKAP17A	NM_005088.2	NM_005088
0	NA	AKAP3	NM_006422.3	NM_006422
0	NA	AKAP4	NM_003886.2	NM_003886
0	NA	AKAP5	NM_004857.3	NM_004857
0	NA	AKAP6	NM_004274.4	NM_004274
0	NA	AKAP7	NM_016377.3	NM_016377
0	NA	AKAP8	NM_005858.3	NM_005858
0	NA	AKAP8L	NM_014371.2	NM_014371
0	NA	AKAP9	NM_005751.4	NM_005751
0	NA	AKD1	NM_001145128.2	NM_001145128
0	NA	AKIP1	NM_020642.3	NM_020642
0	NA	AKIRIN1	NM_024595.2	NM_024595
0	NA	AKIRIN2	NM_018064.3	NM_018064
0	NA	AKNA	NM_030767.4	NM_030767
0	NA	AKNAD1	NM_152763.4	NM_152763
0	NA	AKR1A1	NM_153326.2	NM_153326
0	NA	AKR1B1	NM_001628.2	NM_001628
0	NA	AKR1B10	NM_020299.4	NM_020299
0	NA	AKR1B15	NM_001080538.2	NM_001080538
0	NA	AKR1C2	NM_205845.2	NM_205845
0	NA	AKR1C3	NM_003739.5	NM_003739
0	NA	AKR1C4	NM_001818.3	NM_001818
0	NA	AKR1D1	NM_005989.3	NM_005989
0	NA	AKR1E2	NM_001040177.2	NM_001040177
0	NA	AKR7A2	NM_003689.3	NM_003689
0	NA	AKR7A3	NM_012067.2	NM_012067
0	NA	AKT1S1	NM_001098633.3	NM_001098633
0	NA	AKTIP	NM_022476.2	NM_022476
0	NA	ALAD	NM_000031.5	NM_000031
0	NA	ALAS1	NM_199166.2	NM_199166
0	NA	ALAS2	NM_000032.4	NM_000032
0	NA	ALB	NM_000477.5	NM_000477
0	NA	ALCAM	NM_001627.3	NM_001627
0	NA	ALDH16A1	NM_153329.3	NM_153329
0	NA	ALDH18A1	NM_002860.3	NM_002860
0	NA	ALDH1A1	NM_000689.4	NM_000689
0	NA	ALDH1A2	NM_003888.3	NM_003888
0	NA	ALDH1A3	NM_000693.2	NM_000693
0	NA	ALDH1B1	NM_000692.4	NM_000692
0	NA	ALDH1L1	NM_012190.3	NM_012190
0	NA	ALDH1L2	NM_001034173.3	NM_001034173
0	NA	ALDH2	NM_000690.3	NM_000690
0	NA	ALDH3A1	NM_001135168.1	NM_001135168
0	NA	ALDH3A2	NM_001031806.1	NM_001031806
0	NA	ALDH3B1	NM_001030010.1	NM_001030010
0	NA	ALDH3B2	NM_001031615.1	NM_001031615
0	NA	ALDH4A1	NM_003748.3	NM_003748
0	NA	ALDH5A1	NM_170740.1	NM_170740
0	NA	ALDH6A1	NM_005589.3	NM_005589
0	NA	ALDH7A1	NM_001201377.1	NM_001201377
0	NA	ALDH8A1	NM_022568.3	NM_022568
0	NA	ALDH9A1	NM_000696.3	NM_000696
0	NA	ALDOA	NM_001243177.1	NM_001243177
0	NA	ALDOB	NM_000035.3	NM_000035
0	NA	ALDOC	NM_005165.2	NM_005165
0	NA	ALG1	NM_019109.4	NM_019109
0	NA	ALG10	NM_032834.3	NM_032834
0	NA	ALG10B	NM_001013620.3	NM_001013620
0	NA	ALG11	NM_001004127.2	NM_001004127
0	NA	ALG12	NM_024105.3	NM_024105
0	NA	ALG13	NM_001099922.2	NM_001099922
0	NA	ALG14	NM_144988.3	NM_144988
0	NA	ALG1L	NM_001015050.2	NM_001015050
0	NA	ALG1L2	NM_001136152	NM_001136152
0	NA	ALG2	NM_033087.3	NM_033087
0	NA	ALG3	NM_005787.5	NM_005787
0	NA	ALG5	NM_013338.4	NM_013338
0	NA	ALG6	NM_013339.3	NM_013339
0	NA	ALG8	NM_024079.4	NM_024079
0	NA	ALG9	NM_001077690.1	NM_001077690
0	NA	ALKBH1	NM_006020.2	NM_006020
0	NA	ALKBH2	NM_001145375.1	NM_001145375
0	NA	ALKBH3	NM_139178.3	NM_139178
0	NA	ALKBH4	NM_017621.3	NM_017621
0	NA	ALKBH5	NM_017758.3	NM_017758
0	NA	ALKBH6	NM_032878.3	NM_032878
0	NA	ALKBH7	NM_032306.3	NM_032306
0	NA	ALKBH8	NM_138775.2	NM_138775
0	NA	ALLC	NM_018436.3	NM_018436
0	NA	ALMS1	NM_015120.4	NM_015120
0	NA	ALOX12	NM_000697.2	NM_000697
0	NA	ALOX15	NM_001140.3	NM_001140
0	NA	ALOX15B	NM_001141.2	NM_001141
0	NA	ALOX5	NM_000698.3	NM_000698
0	NA	ALOX5AP	NM_001204406.1	NM_001204406
0	NA	ALOXE3	NM_001165960.1	NM_001165960
0	NA	ALPI	NM_001631.3	NM_001631
0	NA	ALPK1	NM_001102406.1	NM_001102406
0	NA	ALPK2	NM_052947.3	NM_052947
0	NA	ALPK3	NM_020778.4	NM_020778
0	NA	ALPL	NM_000478.4	NM_000478
0	NA	ALPP	NM_001632.3	NM_001632
0	NA	ALPPL2	NM_031313.2	NM_031313
0	NA	ALS2	NM_020919.3	NM_020919
0	NA	ALS2CL	NM_147129.3	NM_147129
0	NA	ALS2CR11	NM_001168221.1	NM_001168221
0	NA	ALS2CR12	NM_001127391.1	NM_001127391
0	NA	ALS2CR8	NM_001104586.1	NM_001104586
0	NA	ALX1	NM_006982.2	NM_006982
0	NA	ALX3	NM_006492.2	NM_006492
0	NA	ALX4	NM_021926.3	NM_021926
0	NA	ALYREF	NM_005782.3	NM_005782
0	NA	AMACR	NM_001167595.1	NM_001167595
0	NA	AMBN	NM_016519.5	NM_016519
0	NA	AMBP	NM_001633.3	NM_001633
0	NA	AMBRA1	NM_017749.3	NM_017749
0	NA	AMD1	NM_001634.4	NM_001634
0	NA	AMDHD1	NM_152435.2	NM_152435
0	NA	AMDHD2	NM_001145815.1	NM_001145815
0	NA	AMELX	NM_182680.1	NM_182680
0	NA	AMELY	NM_001143.1	NM_001143
0	NA	AMFR	NM_001144.5	NM_001144
0	NA	AMH	NM_000479.3	NM_000479
0	NA	AMHR2	NM_020547.2	NM_020547
0	NA	AMICA1	NM_001098526.1	NM_001098526
0	NA	AMIGO1	NM_020703.2	NM_020703
0	NA	AMIGO2	NM_181847.4	NM_181847
0	NA	AMIGO3	NM_198722.2	NM_198722
0	NA	AMMECR1	NM_015365.2	NM_015365
0	NA	AMMECR1L	NM_031445.2	NM_031445
0	NA	AMN	NM_030943.3	NM_030943
0	NA	AMN1	NM_001113402.1	NM_001113402
0	NA	AMOT	NM_001113490.1	NM_001113490
0	NA	AMOTL1	NM_130847.2	NM_130847
0	NA	AMOTL2	NM_016201.3	NM_016201
0	NA	AMPD1	NM_000036.2	NM_000036
0	NA	AMPD2	NM_004037.7	NM_004037
0	NA	AMPD3	NM_000480.2	NM_000480
0	NA	AMPH	NM_001635.3	NM_001635
0	NA	AMT	NM_000481.3	NM_000481
0	NA	AMTN	NM_212557.2	NM_212557
0	NA	AMY1B	NM_001008218.1	NM_001008218
0	NA	AMY1C	NM_001008219.1	NM_001008219
0	NA	AMY2A	NM_000699.2	NM_000699
0	NA	AMY2B	NM_020978.4	NM_020978
0	NA	AMZ1	NM_133463.1	NM_133463
0	NA	AMZ2	NM_001033571.1	NM_001033571
0	NA	ANAPC1	NM_022662.3	NM_022662
0	NA	ANAPC10	NM_014885.4	NM_014885
0	NA	ANAPC11	NM_001002244.1	NM_001002244
0	NA	ANAPC13	NM_015391.3	NM_015391
0	NA	ANAPC16	NM_001242547.1	NM_001242547
0	NA	ANAPC2	NM_013366.3	NM_013366
0	NA	ANAPC4	NM_013367.2	NM_013367
0	NA	ANAPC5	NM_016237.4	NM_016237
0	NA	ANAPC7	NM_016238.2	NM_016238
0	NA	ANG	NM_001097577.2	NM_001097577
0	NA	ANGEL1	NM_015305.3	NM_015305
0	NA	ANGEL2	NM_144567.3	NM_144567
0	NA	ANGPT1	NM_001146.3	NM_001146
0	NA	ANGPT2	NM_001147.2	NM_001147
0	NA	ANGPT4	NM_015985.2	NM_015985
0	NA	ANGPTL1	NM_004673.3	NM_004673
0	NA	ANGPTL2	NM_012098.2	NM_012098
0	NA	ANGPTL3	NM_014495.3	NM_014495
0	NA	ANGPTL4	NM_139314.1	NM_139314
0	NA	ANGPTL5	NM_178127.4	NM_178127
0	NA	ANGPTL6	NM_031917.2	NM_031917
0	NA	ANGPTL7	NM_021146.3	NM_021146
